Win64,Win32,8,8,Google Inc. (Microsoft),"ANGLE (Microsoft, Microsoft Basic Render Driver (0x0000008C) Direct3D11 vs_5_0 ps_5_0, D3D11)",1536x864,Chrome/152.0.0.0,127.0.0.1
Win64,Win32,8,8,Google Inc. (Microsoft),"ANGLE (Microsoft, Microsoft Basic Render Driver (0x0000008C) Direct3D11 vs_5_0 ps_5_0, D3D11)",1536x864,Chrome/152.0.0.0,127.0.0.1,-7.985339999999999 deg,-36.498349 deg,500 m,Not Available,Not Available,Not Available
